Festival,Year,Track,Track slug,Title,Brand,Agency,Category,Award,Board image,Entry URL,Permalink
Spikes Asia,2026,Audio & Radio,audio-radio,THE YANGZHOU QIAO BEI MUSICAL SUITE,YANGZHOU MUNICIPAL BUREAU OF CULTURE,"RADIO, TV AND TOURISM, CHINA, TBWA\CHINA",Cultural Engagement,Shortlist,https://ascentialcdn.filespin.io/api/v1/storyboard/1f135cdf159e4774ada476064b2c0ce9/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/the-yangzhou-qiao-bei-musical-suite-772410,/awards/spikes_asia/2026/campaigns/the-yangzhou-qiao-bei-musical-suite-yangzhou-municipal-bureau-of-culture-radio-tv-and-tourism-china-tbwachina-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,PRAYKINSON,VAJIRA HOSPITAL,DENTSU CREATIVE THAILAND,Use of Audio & Radio Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d496c4ecac7b4412a1c8a65cf26a28b7?quality=85&format=webp,https://www.lovethework.com/work/entries/praykinson-772846,/awards/spikes_asia/2026/campaigns/praykinson-vajira-hospital-dentsu-creative-thailand-2026-2/
Spikes Asia,2026,Audio & Radio,audio-radio,SO-SO SPINS TOKYO,BOSS,VML OGILVY JAPAN,Use of Audio & Radio as a Medium,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ec53263f7c864833b91d04867d798ec2/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/so-so-spins-tokyo-769473,/awards/spikes_asia/2026/campaigns/so-so-spins-tokyo-boss-vml-ogilvy-japan-2026-2/
Spikes Asia,2026,Audio & Radio,audio-radio,FIRST CHAPTER CLUB,AUDIBLE INDIA,DEADANT MEDIA,Audio-Led Creativity,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/197bf84da98d45c49c2fc7de03465ddc/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/first-chapter-club-771238,/awards/spikes_asia/2026/campaigns/first-chapter-club-audible-india-deadant-media-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,AHHNTITHESIS,SPRITE,PT BERAKAR KOMUNIKASI,Cultural Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/04707a22a78845bea606f6be4ea2b23b/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/ahhntithesis-769720,/awards/spikes_asia/2026/campaigns/ahhntithesis-sprite-pt-berakar-komunikasi-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,SU~SU~SU~SUPER SOUP,BULL HEAD,SPECTRUM,Audio-Led Creativity,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b10f8babdf9b409882150da128fd9b37/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/susususuper-soup-769607,/awards/spikes_asia/2026/campaigns/susususuper-soup-bull-head-spectrum-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,KNOCK TURN,YAMAHA,DENTSU EAST JAPAN,Use of Audio & Radio Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/99f61ea09c5c467ab4b819ce41b0f52d?quality=85&format=webp,https://www.lovethework.com/work/entries/knock-turn-769508,/awards/spikes_asia/2026/campaigns/knock-turn-yamaha-dentsu-east-japan-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,KNOCK TURN,YAMAHA,DENTSU EAST JAPAN,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/99f61ea09c5c467ab4b819ce41b0f52d?quality=85&format=webp,https://www.lovethework.com/work/entries/knock-turn-772849,/awards/spikes_asia/2026/campaigns/knock-turn-yamaha-dentsu-east-japan-2026-2/
Spikes Asia,2026,Audio & Radio,audio-radio,WHEN THE EVERYDAY TURNS URGENT,ST JOHN WA,ST JOHN WA,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/05047eca455c45d0b7a207b027ed0b00?quality=85&format=webp,https://www.lovethework.com/work/entries/when-the-everyday-turns-urgent-770845,/awards/spikes_asia/2026/campaigns/when-the-everyday-turns-urgent-st-john-wa-st-john-wa-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,LOST CONVERSATIONS CAMPAIGN,MUSEUM FOUNDATION OF THE PHILIPPINES,TBWA\SMP,Cultural Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ce01813140bc4be6b3a0887353a5abfd/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/lost-conversations-campaign-770722,/awards/spikes_asia/2026/campaigns/lost-conversations-campaign-museum-foundation-of-the-philippines-tbwasmp-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,「盗-TOH-」,TBS RADIO,"INC., TBS RADIO",Use of Audio & Radio as a Medium,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/0323e51b4a124cbaa11db4155b4715d4/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/toh-769505,/awards/spikes_asia/2026/campaigns/toh-tbs-radio-inc-tbs-radio-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,THE CHANT OF THE NATION,MILO PHILIPPINES,OGILVY MANILA,Single-market Campaign,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/0ad679e5cb6d4c63adf914c8f9f0a91b/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/the-chant-of-the-nation-771371,/awards/spikes_asia/2026/campaigns/the-chant-of-the-nation-milo-philippines-ogilvy-manila-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,LAST BROADCAST CAMPAIGN,KBP,"KAPISANAN NG MGA BRODKASTER NG PILIPINAS, TBWA\SMP",Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/84cc9a8abed849e8b85ac3cbf6851d4d/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/last-broadcast-campaign-770838,/awards/spikes_asia/2026/campaigns/last-broadcast-campaign-kbp-kapisanan-ng-mga-brodkaster-ng-pilipinas-tbwasmp-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,SESSIONS WITHOUT BORDERS,POCOCHA,ENJIN TOKYO,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d5f6bbcff744421aa46b153bc8c4d8f4?quality=85&format=webp,https://www.lovethework.com/work/entries/sessions-without-borders-769692,/awards/spikes_asia/2026/campaigns/sessions-without-borders-pococha-enjin-tokyo-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,FUTURES,MUSICIANS MAKING A DIFFERENCE,SUPERMASSIVE,Content Placement,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/dfbaf6e6fb9844cda04c97aa1bd208de?quality=85&format=webp,https://www.lovethework.com/work/entries/futures-769543,/awards/spikes_asia/2026/campaigns/futures-musicians-making-a-difference-supermassive-2026-4/
Spikes Asia,2026,Audio & Radio,audio-radio,TIMELOOP,CALORIE MATE,DENTSU INC.,Script,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/cfffc761c9e94a90b8eff8959a14b637/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/timeloop-769631,/awards/spikes_asia/2026/campaigns/timeloop-calorie-mate-dentsu-inc-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,FORGOTCAST,NIANGJIA BIOTECH,BREMEN DIGITAL CREATIVE,Cultural Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d7e38d8c772f460e8e74a0a019d16e8e/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/forgotcast-769732,/awards/spikes_asia/2026/campaigns/forgotcast-niangjia-biotech-bremen-digital-creative-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,THE SOUND OF STRENGTH,UNITEL,UNITEL,Use of Audio & Radio as a Medium,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/822e41a081554d9aad27828279c52e37/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/the-sound-of-strength-769499,/awards/spikes_asia/2026/campaigns/the-sound-of-strength-unitel-unitel-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,FORGOTCAST,NIANGJIA BIOTECH,BREMEN DIGITAL CREATIVE,Script,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d7e38d8c772f460e8e74a0a019d16e8e/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/forgotcast-770505,/awards/spikes_asia/2026/campaigns/forgotcast-niangjia-biotech-bremen-digital-creative-2026-2/
Spikes Asia,2026,Audio & Radio,audio-radio,"HEAR BELLS, THINK TACOS",TACO BELL,SUPERMASSIVE,"Travel, Leisure, Retail, Restaurants & Fast Food Chains",Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a8ca96b408bd4a8ba740175ac3efae76?quality=85&format=webp,https://www.lovethework.com/work/entries/hear-bells-think-tacos-770409,/awards/spikes_asia/2026/campaigns/hear-bells-think-tacos-taco-bell-supermassive-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,FIRST CHAPTER CLUB,AUDIBLE INDIA,DEADANT MEDIA,Cultural Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/197bf84da98d45c49c2fc7de03465ddc/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/first-chapter-club-771443,/awards/spikes_asia/2026/campaigns/first-chapter-club-audible-india-deadant-media-2026-2/
Spikes Asia,2026,Audio & Radio,audio-radio,THE SOUND OF STRENGTH,UNITEL,UNITEL,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/822e41a081554d9aad27828279c52e37/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/the-sound-of-strength-770521,/awards/spikes_asia/2026/campaigns/the-sound-of-strength-unitel-unitel-2026-2/
Spikes Asia,2026,Audio & Radio,audio-radio,HEARING 1945,BINGGRAE & THE MINISTRY OF PATRIOTS AND VETERANS AFFAIR,INNOCEAN,Sound Design,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b3699a401e33413f97f1dc4e8682ef8e/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/hearing-1945-773001,/awards/spikes_asia/2026/campaigns/hearing-1945-binggrae-and-the-ministry-of-patriots-and-veterans-affair-innocean-2026-3/
Spikes Asia,2026,Audio & Radio,audio-radio,LAST BROADCAST CAMPAIGN,KBP,"KAPISANAN NG MGA BRODKASTER NG PILIPINAS, TBWA\SMP",Use of Audio & Radio Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/84cc9a8abed849e8b85ac3cbf6851d4d/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/last-broadcast-campaign-770832,/awards/spikes_asia/2026/campaigns/last-broadcast-campaign-kbp-kapisanan-ng-mga-brodkaster-ng-pilipinas-tbwasmp-2026-2/
Spikes Asia,2026,Audio & Radio,audio-radio,LAST BRODCAST REX CORNELIO PEPINO,KBP,"KAPISANAN NG MGA BRODKASTER NG PILIPINAS, TBWA\SMP",Casting & Performance,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/fd4f0bd1cd0743c88dc1a3f22b960f57/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/last-brodcast-rex-cornelio-pepino-771142,/awards/spikes_asia/2026/campaigns/last-brodcast-rex-cornelio-pepino-kbp-kapisanan-ng-mga-brodkaster-ng-pilipinas-tbwasmp-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,TIMELOOP,CALORIE MATE,DENTSU INC.,Cultural Engagement,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/cfffc761c9e94a90b8eff8959a14b637/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/timeloop-769707,/awards/spikes_asia/2026/campaigns/timeloop-calorie-mate-dentsu-inc-2026-2/
Spikes Asia,2026,Audio & Radio,audio-radio,TIME LOOP,CALORIE MATE,DENTSU INC.,Use of Humour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/cfffc761c9e94a90b8eff8959a14b637/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/time-loop-769684,/awards/spikes_asia/2026/campaigns/time-loop-calorie-mate-dentsu-inc-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,AHHNTITHESIS,SPRITE,PT BERAKAR KOMUNIKASI,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/04707a22a78845bea606f6be4ea2b23b/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/ahhntithesis-772850,/awards/spikes_asia/2026/campaigns/ahhntithesis-sprite-pt-berakar-komunikasi-2026-2/
Spikes Asia,2026,Audio & Radio,audio-radio,THE UNOFFICIAL OFFICIAL SOUND OF F1,STING,LEO,Use of Audio & Radio as a Medium,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ad2bed00db9e4a8c8fcec4d73a840934/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/the-unofficial-official-sound-of-f1-771298,/awards/spikes_asia/2026/campaigns/the-unofficial-official-sound-of-f1-sting-leo-2026-2/
Spikes Asia,2026,Audio & Radio,audio-radio,SAFE SOUND CHECK,PROJECT INCLUSION NETWORK,JAYME HEADQUARTERS,Use of Audio & Radio Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c568175c6e89445dbccbe4dd908092e7?quality=85&format=webp,https://www.lovethework.com/work/entries/safe-sound-check-769522,/awards/spikes_asia/2026/campaigns/safe-sound-check-project-inclusion-network-jayme-headquarters-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,PRAYKINSON,VAJIRA HOSPITAL,DENTSU CREATIVE THAILAND,Healthcare,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d496c4ecac7b4412a1c8a65cf26a28b7?quality=85&format=webp,https://www.lovethework.com/work/entries/praykinson-769742,/awards/spikes_asia/2026/campaigns/praykinson-vajira-hospital-dentsu-creative-thailand-2026-3/
Spikes Asia,2026,Audio & Radio,audio-radio,LOST CONVERSATIONS SOCIAL MEDIA,MUSEUM FOUNDATION OF THE PHILIPPINES,TBWA\SMP,Media/Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c2a17bba53c24f208b5958d90e3661b1?quality=85&format=webp,https://www.lovethework.com/work/entries/lost-conversations-social-media-773049,/awards/spikes_asia/2026/campaigns/lost-conversations-social-media-museum-foundation-of-the-philippines-tbwasmp-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,KNOCK TURN,YAMAHA,DENTSU EAST JAPAN,Use of Music,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/99f61ea09c5c467ab4b819ce41b0f52d?quality=85&format=webp,https://www.lovethework.com/work/entries/knock-turn-769617,/awards/spikes_asia/2026/campaigns/knock-turn-yamaha-dentsu-east-japan-2026-3/
Spikes Asia,2026,Audio & Radio,audio-radio,LOST CONVERSATIONS EVENT,MUSEUM FOUNDATION OF THE PHILIPPINES,TBWA\SMP,Media/Entertainment,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c2a17bba53c24f208b5958d90e3661b1?quality=85&format=webp,https://www.lovethework.com/work/entries/lost-conversations-event-770734,/awards/spikes_asia/2026/campaigns/lost-conversations-event-museum-foundation-of-the-philippines-tbwasmp-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,SESSIONS WITHOUT BORDERS,POCOCHA,ENJIN TOKYO,Casting & Performance,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d5f6bbcff744421aa46b153bc8c4d8f4?quality=85&format=webp,https://www.lovethework.com/work/entries/sessions-without-borders-772848,/awards/spikes_asia/2026/campaigns/sessions-without-borders-pococha-enjin-tokyo-2026-2/
Spikes Asia,2026,Audio & Radio,audio-radio,LAST BROADCAST CRIS BUNDOQUIN,KBP,"KAPISANAN NG MGA BRODKASTER NG PILIPINAS, TBWA\SMP",Casting & Performance,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/0cf55d02f2014eecbd9c7182977ab68f/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/last-broadcast-cris-bundoquin-771131,/awards/spikes_asia/2026/campaigns/last-broadcast-cris-bundoquin-kbp-kapisanan-ng-mga-brodkaster-ng-pilipinas-tbwasmp-2026/
Spikes Asia,2026,Audio & Radio,audio-radio,AHHNTITHESIS,SPRITE,PT BERAKAR KOMUNIKASI,Script,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/04707a22a78845bea606f6be4ea2b23b/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/ahhntithesis-769642,/awards/spikes_asia/2026/campaigns/ahhntithesis-sprite-pt-berakar-komunikasi-2026-3/
Spikes Asia,2026,Audio & Radio,audio-radio,FIRST CHAPTER CLUB,AUDIBLE INDIA,DEADANT MEDIA,Use of Audio & Radio as a Medium,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/197bf84da98d45c49c2fc7de03465ddc/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/first-chapter-club-771206,/awards/spikes_asia/2026/campaigns/first-chapter-club-audible-india-deadant-media-2026-3/
Spikes Asia,2026,Audio & Radio,audio-radio,FORGOTCAST,NIANGJIA BIOTECH,BREMEN DIGITAL CREATIVE,Branded Content/Podcasts,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d7e38d8c772f460e8e74a0a019d16e8e/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/forgotcast-769529,/awards/spikes_asia/2026/campaigns/forgotcast-niangjia-biotech-bremen-digital-creative-2026-3/
Spikes Asia,2026,Audio & Radio,audio-radio,SESSIONS WITHOUT BORDERS,POCOCHA,ENJIN TOKYO,Use of Music,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d5f6bbcff744421aa46b153bc8c4d8f4?quality=85&format=webp,https://www.lovethework.com/work/entries/sessions-without-borders-769627,/awards/spikes_asia/2026/campaigns/sessions-without-borders-pococha-enjin-tokyo-2026-3/
Spikes Asia,2026,Audio & Radio,audio-radio,TIME LOOP,CALORIE MATE,DENTSU INC.,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/cfffc761c9e94a90b8eff8959a14b637/storyboard_000008.jpg?quality=85&format=webp,https://www.lovethework.com/work/entries/time-loop-769662,/awards/spikes_asia/2026/campaigns/time-loop-calorie-mate-dentsu-inc-2026-2/
Spikes Asia,2026,Brand Experience & Activation,brand-experience-activation,HONDA REST AREA,HONDA,TU7UH CREATIVE LAB,Corporate Purpose & Social Responsibility,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/4ab3c4fe5baf435ea35ab8dac43093d1?quality=85&format=webp,https://www.lovethework.com/work/entries/honda-rest-area-769788,/awards/spikes_asia/2026/campaigns/honda-rest-area-honda-tu7uh-creative-lab-2026/
Spikes Asia,2026,Brand Experience & Activation,brand-experience-activation,FOUND IN THE SHADOWS,MCDONALD'S,LEO,Customer Retail/In-store Experience,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c203e1cbaddb4c529bd3a5db202e729b?quality=85&format=webp,https://www.lovethework.com/work/entries/found-in-the-shadows-770773,/awards/spikes_asia/2026/campaigns/found-in-the-shadows-mcdonalds-leo-2026/
Spikes Asia,2026,Brand Experience & Activation,brand-experience-activation,CHEAT CODES,MERCURY,FCB NEW ZEALAND,Use of Mobile & Devices,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/b308a59815be454a828e22d48df72788?quality=85&format=webp,https://www.lovethework.com/work/entries/cheat-codes-770565,/awards/spikes_asia/2026/campaigns/cheat-codes-mercury-fcb-new-zealand-2026/
Spikes Asia,2026,Brand Experience & Activation,brand-experience-activation,DALAH’S SPOILER BILLBOARD,NETFLIX THAILAND,VML,Guerrilla Marketing & Stunts,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/d2548b5c58d14cdaa86c2df430ffec9c?quality=85&format=webp,https://www.lovethework.com/work/entries/dalahs-spoiler-billboard-769863,/awards/spikes_asia/2026/campaigns/dalahs-spoiler-billboard-netflix-thailand-vml-2026/
Spikes Asia,2026,Brand Experience & Activation,brand-experience-activation,THE HARD RATED HOMECOMING,HARD RATED,"DROGA5 ANZ, PART OF ACCENTURE SONG",Retail Promotions & Competitions,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/865933a87a254276bfcf00c405ed0ff4?quality=85&format=webp,https://www.lovethework.com/work/entries/the-hard-rated-homecoming-770595,/awards/spikes_asia/2026/campaigns/the-hard-rated-homecoming-hard-rated-droga5-anz-part-of-accenture-song-2026/
Spikes Asia,2026,Brand Experience & Activation,brand-experience-activation,ACKO TAILOR,ACKO GENERAL INSURANCE LIMITED,LEO,Social Behaviour,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/e82941d6ae59462c8a4b451cb2aed8ed?quality=85&format=webp,https://www.lovethework.com/work/entries/acko-tailor-772581,/awards/spikes_asia/2026/campaigns/acko-tailor-acko-general-insurance-limited-leo-2026/
Spikes Asia,2026,Brand Experience & Activation,brand-experience-activation,BOX TO BEDS,AMAZON,OGILVY,Corporate Purpose & Social Responsibility,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/844f30e20f794839a1c9a1d331dfa5e1?quality=85&format=webp,https://www.lovethework.com/work/entries/box-to-beds-770559,/awards/spikes_asia/2026/campaigns/box-to-beds-amazon-ogilvy-2026/
Spikes Asia,2026,Brand Experience & Activation,brand-experience-activation,TRACES OF TRANCE,SHISEIDO CO.,SHISEIDO CREATIVE,Cultural Engagement,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/58538a6642244d1985cb555f35f14f73?quality=85&format=webp,https://www.lovethework.com/work/entries/traces-of-trance-771416,/awards/spikes_asia/2026/campaigns/traces-of-trance-shiseido-co-shiseido-creative-2026/
Spikes Asia,2026,Brand Experience & Activation,brand-experience-activation,THE WORST CHILDREN'S LIBRARY,SAMSUNG NZ,MCCANN NEW ZEALAND,Live Brand Experience or Activation,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/92adc488ec0240ac939ad04662f73311?quality=85&format=webp,https://www.lovethework.com/work/entries/the-worst-childrens-library-772589,/awards/spikes_asia/2026/campaigns/the-worst-childrens-library-samsung-nz-mccann-new-zealand-2026/
Spikes Asia,2026,Brand Experience & Activation,brand-experience-activation,ONE NOODLE,HARAKU RAMEN,BLKJ HAVAS,Challenger Brand,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/f43a17e513764061a27d43ded5b71d1d?quality=85&format=webp,https://www.lovethework.com/work/entries/one-noodle-772587,/awards/spikes_asia/2026/campaigns/one-noodle-haraku-ramen-blkj-havas-2026/
